set_name,rmse,mae,mape,r2
train,0.10982345827904785,0.046575650186454536,0.016778207169270327,0.9993675305714091
val,0.11112255708688301,0.04723815208291552,0.017098762084092896,0.9993552735110646
test,0.10985313329464967,0.04714760628013251,0.017044990412644,0.9993667989238367
