set_name,rmse,mae,mape,r2
train,0.6072259384648158,0.3303894019697369,0.19420548980258145,0.9761376604451072
val,0.6280755087084539,0.34339534671820476,0.19759761148922284,0.9728274213879176
test,0.6195744249515829,0.33630511741233693,0.19731664734266172,0.9755430071561347
