set_name,rmse,mae,mape,r2
train,0.09317435137553097,0.03852633726837137,0.014068174144213113,0.9995425259934587
val,0.0967220703724683,0.03969452599938223,0.014561691894736752,0.9995091757891529
test,0.09307749532329995,0.03884505447894683,0.014250114569786544,0.9995432050869955
