set_name,rmse,mae,mape,r2
train,1.6105156308289246,0.7548999100183307,0.14358275148856012,0.9988829805850563
val,1.6625289706627622,0.7656948310592049,0.14462691419014329,0.9988223013369735
test,1.6872474367710033,0.7774700312743373,0.14609034083012895,0.998765974503994
